Country,Region,Date,pm10,pm2_5,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,ozone,AQI
Singapore,East,2015-01-01,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North,2015-01-02,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North-East,2015-01-03,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,West,2015-01-04,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,Central,2015-01-05,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,East,2015-01-06,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North,2015-01-07,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North-East,2015-01-08,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,West,2015-01-09,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,Central,2015-01-10,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,East,2015-01-11,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North,2015-01-12,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North-East,2015-01-13,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,West,2015-01-14,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,Central,2015-01-15,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,East,2015-01-16,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North,2015-01-17,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North-East,2015-01-18,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,West,2015-01-19,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,Central,2015-01-20,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,East,2015-01-21,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North,2015-01-22,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North-East,2015-01-23,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,West,2015-01-24,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,Central,2015-01-25,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,East,2015-01-26,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North,2015-01-27,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North-East,2015-01-28,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,West,2015-01-29,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,Central,2015-01-30,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,East,2015-01-31,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North,2015-02-01,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North-East,2015-02-02,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,West,2015-02-03,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,Central,2015-02-04,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,East,2015-02-05,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North,2015-02-06,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North-East,2015-02-07,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,West,2015-02-08,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,Central,2015-02-09,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,East,2015-02-10,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North,2015-02-11,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North-East,2015-02-12,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,West,2015-02-13,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,Central,2015-02-14,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,East,2015-02-15,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North,2015-02-16,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North-East,2015-02-17,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,West,2015-02-18,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,Central,2015-02-19,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,East,2015-02-20,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North,2015-02-21,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,North-East,2015-02-22,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,West,2015-02-23,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,Central,2015-02-24,19.71,13.62,267.75,21.52,24.75,31.92,53.46
Singapore,East,2015-02-25,19.71,13.62,267.75,21.52,24.75,31.92,53.46
